seed,node_id,x,y,energy,node_type,sink_distance,neighbors,coverage_contribution,overlap_ratio,node_density,ann_prediction,final_state
123,74,70.87,83.92,0.5,normal,69.29,9,0.125,0.875,0.7162,SLEEP,ACTIVE
123,75,16.59,78.1,0.5,normal,79.28,13,0.0,1.0,1.0345,SLEEP,SLEEP
123,76,28.65,30.65,0.5,normal,121.25,12,0.0123,0.9877,0.9549,SLEEP,ACTIVE
123,77,66.53,11.14,0.5,normal,139.84,11,0.0,1.0,0.8754,SLEEP,ACTIVE
123,78,66.49,88.79,0.5,normal,63.4,6,0.0,1.0,0.4775,SLEEP,SLEEP
123,79,69.63,44.03,0.5,normal,107.77,14,0.0,1.0,1.1141,SLEEP,SLEEP
123,80,43.82,76.51,0.5,normal,73.75,18,0.0,1.0,1.4324,SLEEP,SLEEP
123,81,56.56,8.49,0.5,normal,141.66,10,0.1013,0.8987,0.7958,SLEEP,ACTIVE
123,82,58.27,81.48,0.5,normal,69.01,14,0.0,1.0,1.1141,SLEEP,SLEEP
123,83,33.71,92.76,0.5,normal,59.52,9,0.48,0.52,0.7162,ACTIVE,ACTIVE
123,84,75.07,57.41,0.5,normal,95.93,14,0.0,1.0,1.1141,SLEEP,SLEEP
123,85,75.16,7.91,0.5,normal,144.3,9,0.0,1.0,0.7162,SLEEP,SLEEP
123,86,85.94,82.15,0.5,normal,76.78,4,0.2533,0.7467,0.3183,ACTIVE,ACTIVE
123,87,90.99,12.86,0.5,normal,143.13,8,0.0,1.0,0.6366,SLEEP,SLEEP
123,88,8.18,13.84,0.5,normal,142.44,3,0.0921,0.9079,0.2387,ACTIVE,ACTIVE
123,89,39.94,42.43,0.5,normal,108.04,16,0.0,1.0,1.2732,SLEEP,SLEEP
123,90,56.22,12.22,0.5,normal,137.92,10,0.0,1.0,0.7958,SLEEP,SLEEP
123,91,20.14,81.16,0.5,normal,75.03,12,0.0127,0.9873,0.9549,SLEEP,ACTIVE
123,92,46.8,80.79,0.5,normal,69.28,17,0.0,1.0,1.3528,SLEEP,ACTIVE
123,93,0.74,55.16,0.5,normal,106.87,5,0.0204,0.9796,0.3979,SLEEP,SLEEP
123,94,93.19,58.22,0.5,normal,101.44,6,0.0135,0.9865,0.4775,SLEEP,SLEEP
123,95,20.61,71.78,0.5,normal,83.56,17,0.0,1.0,1.3528,SLEEP,SLEEP
123,96,37.9,66.84,0.5,normal,84.04,19,0.0,1.0,1.512,SLEEP,SLEEP
123,97,2.93,63.59,0.5,normal,98.4,7,0.0,1.0,0.557,SLEEP,SLEEP
123,98,3.22,74.48,0.5,normal,88.84,10,0.2,0.8,0.7958,ACTIVE,ACTIVE
123,99,47.29,12.18,0.5,normal,137.85,10,0.0,1.0,0.7958,SLEEP,SLEEP
456,0,24.88,16.31,1.5,super,136.03,17,0.0,1.0,1.3528,SLEEP,ACTIVE
456,1,78.36,80.85,1.5,super,74.74,7,0.2405,0.7595,0.557,ACTIVE,ACTIVE
456,2,62.56,60.41,1.5,super,90.47,15,0.0,1.0,1.1937,SLEEP,SLEEP
456,3,88.57,75.91,1.5,super,83.53,8,0.0519,0.9481,0.6366,SLEEP,ACTIVE
456,4,18.11,15.02,1.5,super,138.7,15,0.0,1.0,1.1937,SLEEP,SLEEP
456,5,43.57,38.53,1.5,super,111.66,8,0.4684,0.5316,0.6366,ACTIVE,ACTIVE
456,6,57.57,14.61,1.5,super,135.6,9,0.0256,0.9744,0.7162,SLEEP,ACTIVE
456,7,68.66,46.88,1.5,super,104.79,14,0.0,1.0,1.1141,SLEEP,SLEEP
456,8,57.0,64.57,1.5,super,85.72,11,0.0,1.0,0.8754,SLEEP,ACTIVE
456,9,72.33,68.07,1.5,super,84.92,13,0.026,0.974,1.0345,SLEEP,ACTIVE
456,10,18.09,11.82,1.0,advanced,141.82,14,0.0,1.0,1.1141,SLEEP,SLEEP
